Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,Original Purchase Date
1812253,The Mystifying Mind,Time-Life Books,Books  Time-Life,empty,809477076,9780809477074,0,3.5,Time Life Medical,Hardcover,143,1991,empty,7/9/2011,reference|to-read|own,to-read,empty
3920581,Survival: How to Prevail in Hostile Environments,Xavier Maniguet,Maniguet  Xavier,empty,760701849,9780760701843,0,4.27,Barnes & Noble Books,Paperback,454,1996,empty,7/9/2011,reference|survival|to-read|own,to-read,empty
1280113,US Army Survival Manual,U.S. Army,Army  U.S.,empty,1566190223,9781566190220,0,4.01,Barnes & Noble  Inc.,Paperback,400,1992,empty,7/9/2011,reference|survival|to-read|own,to-read,empty
1459166,"""I've Forgotten Everything I Learned in School!"": A Refresher Course to Help You Reclaim Your Education",Marilyn Vos Savant,Savant  Marilyn Vos,empty,312130899,9780312130893,0,3.32,St. Martin's Press,Paperback,284,1995,empty,7/9/2011,reference|learning|to-read|own,to-read,empty
917732,Offbeat Uses for Everyday Things,Joey Green,Green  Joey,empty,1567313639,9781567313635,0,3.2,MJF Books,Hardcover,400,2000,empty,7/9/2011,reference|home|economics|to-read|own,to-read,empty
1777436,Illustrated reverse dictionary,Reader's Digest Association,Association  Reader's Digest,empty,089577352X,9780895773524,0,4.06,Readers Digest,Hardcover,empty,1991,empty,7/9/2011,reference|dictionary|reference-only|own,reference-only,empty
360164,Pandolfini's Chess Complete: The Most Comprehensive Guide to the Game  from History to Strategy,Bruce Pandolfini,Pandolfini  Bruce,empty,067170186X,9780671701864,0,3.89,Touchstone,Paperback,256,1992,empty,7/9/2011,reference|games|to-read|own,to-read,empty
1988581,Yankee's Practical Problem Solver: 1001 Ingenious Solutions to Everyday Dilemmas,Earl Proulx,Proulx  Earl,empty,899093752,9780899093758,0,3.7,Rodale Books,Hardcover,392,1998,empty,7/9/2011,reference|home|economics|to-read|own,to-read,empty
11876049,The New York Public Library Desk Reference,New York Public Library,Library  New York Public,empty,empty,empty,0,4.07,Webster's New World,Paperback,836,1989,empty,7/9/2011,reference-only|own,reference-only,empty
1438446,An Underground Education,Richard Zacks,Zacks  Richard,empty,965843920,9780965843928,0,4.06,Doubleday,Paperback,418,1997,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
217032,A Theory for Everything,Jeremy Bernstein,Bernstein  Jeremy,empty,387947000,9780387947006,0,3.86,Copernicus Books,Hardcover,320,1996,empty,7/8/2011,reference|collection|essays|to-read|own,to-read,empty
1148286,How Do You Go To The Bathroom In Space?,William R. Pogue,Pogue  William R.,John Glenn,031287295X,9780312872953,0,4,Tor Books,Paperback,224,1999,empty,7/8/2011,reference|collection|science|to-read|own,to-read,empty
4700943,Rainbows  Curve Balls And Other Wonders Of The Natural World Explained,Ira Flatow,Flatow  Ira,empty,688067050,9780688067052,0,3.14,William Morrow & Company,Hardcover,240,1988,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
850673,How Things Are: A Science Tool-Kit for the Mind,John Brockman,Brockman  John,empty,688149510,9780688149512,0,3.75,Harper Perennial,Paperback,320,1996,empty,7/8/2011,reference|collection|essays|to-read|own,to-read,empty
1134823,Why Things Are,Joel Achenbach,Achenbach  Joel,empty,345362241,9780345362247,0,3.8,Ballantine Books,Paperback,345,1991,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
1141379,The Thermodynamics of Pizza: Essays on Science and Everyday Life,Harold J. Morowitz,Morowitz  Harold J.,empty,813517745,9780813517742,0,3.6,Rutgers University Press,Paperback,247,1992,empty,7/8/2011,reference|collection|essays|to-read|own,to-read,empty
273313,The Science Class You Wish You Had,David Eliot Brody,Brody  David Eliot,Arnold R. Brody,399523138,9780399523137,0,3.99,Perigee Trade,Paperback,400,1997,empty,7/8/2011,reference|collection|science|to-read|own,to-read,empty
7052948,How Was It Done?: The Story Of Human Ingenuity Through The Ages,David Gould,Gould  David,empty,276421922,9780276421921,0,4.3,empty,empty,empty,empty,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
804959,The Straight Dope,Cecil Adams,Adams  Cecil,Ed Zotti,345333152,9780345333155,0,4.18,Ballantine Books (NY),Mass Market Paperback,417,1986,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
3073064,Handy Weather Answer Book,Walter A. Lyons,Lyons  Walter A.,empty,157859054X,9781578590544,0,3.9,VISIBLE INK PRESS,empty,empty,empty,empty,7/8/2011,reference|collection|science|to-read|own,to-read,empty
1836729,"Myth-Informed: Legends  Credos  and Wrongheaded ""Facts"" We All Believe",Paul Dickson,Dickson  Paul,Joseph C. Goulden,399518398,9780399518393,0,3.43,Perigee Trade,Paperback,207,1993,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
1468040,How Do They Do That?,Caroline Sutton,Sutton  Caroline,empty,068801111X,9780688011116,0,3.58,William Morrow Paperbacks,Paperback,288,1982,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
2890945,More How Do They Do That?: Wonders of the Modern World Explained,Caroline Sutton,Sutton  Caroline,Kevin Markey  Tom Vincent,688101291,9780688101299,0,3.69,William Morrow & Company,Hardcover,256,1993,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
2066616,The Handy Science Answer Book,Science and Technology Department of the Carnegie Library of Pittsburgh,Pittsburgh  Science and Technology Department of the Carnegie Library of,empty,810394510,9780810394513,0,3.87,Visible Ink Press,Paperback,523,1993,empty,7/8/2011,reference|collection|science|to-read|own,to-read,empty
1412045,An Incomplete Education,Judy Jones,Jones  Judy,William Wilson,345295706,9780345295705,0,3.92,Ballantine Books,Hardcover,660,1995,empty,7/8/2011,reference|collection|trivia|to-read|own,to-read,empty
450068,The Bell Curve Debate: History  Documents  Opinions,Russell Jacoby,Jacoby  Russell,Naomi Glauberman,812925874,9780812925876,0,3.1,Three Rivers Press,Paperback,720,1995,empty,7/8/2011,social-science|to-read|own,to-read,empty
30009,Asimov's Guide to the Bible: The Old and New Testaments (2 Vol.),Isaac Asimov,Asimov  Isaac,Rafael Palacios,051734582X,9780517345825,0,4.14,Wings,Hardcover,1295,1981,empty,7/8/2011,religion|to-read|christianity|own,to-read,empty
1769047,Cheap Psychological Tricks: What To Do When Hard Work  Honesty  And Perseverance Fail,Perry W. Buffington,Buffington  Perry W.,empty,1561451304,9781561451302,0,3.5,Peachtree Publishers,Paperback,181,1996,7/21/1998,7/8/2011,psychology|own,read,empty
245658,Answers to Tough Questions Skeptics Ask About the Christian Faith,Josh McDowell,McDowell  Josh,Don Stewart,084230021X,9780842300216,0,3.79,Living Books,Mass Market Paperback,256,1986,empty,7/8/2011,religion|christianity|to-read|own,to-read,empty
1596963,Brainmakers,David H. Freedman,Freedman  David H.,empty,671760793,9780671760793,0,3.57,Simon & Schuster,Hardcover,224,1994,5/26/2000,7/8/2011,artificial-intelligence|computer-science|own,read,empty
2345577,Race Gallery the Return of Racial Scienc,Mark Kohn,Kohn  Mark,empty,009941001X,9780099410010,0,3.67,Trafalgar Square,Paperback,336,1996,empty,7/8/2011,social-science|to-read|own,to-read,empty
1861403,Reasons Skeptics Should Consider Christianity,Josh McDowell,McDowell  Josh,Don Stewart,842352872,9780842352871,0,3.48,Living Books,Paperback,230,1986,empty,7/8/2011,religion|christianity|to-read|own,to-read,empty
1404472,1001 Things Everyone Should Know About Science,James S. Trefil,Trefil  James S.,empty,385247958,9780385247955,0,3.66,Doubleday,Paperback,305,1991,empty,7/8/2011,reference|collection|science|to-read|own,to-read,empty
2781421,Everyday Science Explained,Curt Suplee,Suplee  Curt,empty,792234103,9780792234104,0,3.7,National Geographic Society,Hardcover,272,1996,empty,7/8/2011,reference|collection|science|to-read|own,to-read,empty
1301061,GRE general test,Pauline Alexander-Travis,Alexander-Travis  Pauline,James S. Malek,878916318,9780878916313,0,0,Research and Education Association,Paperback,828,1998,empty,7/8/2011,study-aids|reference-only|own,reference-only,empty
968391,Ten Philosophical Mistakes,Mortimer J. Adler,Adler  Mortimer J.,empty,20641206,9780020641209,0,3.82,Scribner Book Company,Paperback,224,1987,empty,7/8/2011,philosophy|to-read|own,to-read,empty
257048,Zen and the Way of the Sword: Arming the Samurai Psyche,Winston L. King,King  Winston L.,empty,195092619,9780195092615,0,3.8,Oxford University Press  USA,Paperback,288,1994,empty,7/8/2011,philosophy|to-read|zen|own,to-read,empty
1398662,Elements of Zen,David Scott,Scott  David,empty,1862040427,9781862040427,0,3.3,Element Books,Paperback,empty,empty,empty,7/8/2011,philosophy|to-read|zen|own,to-read,empty
1401345,Zen Buddhism,Christmas Humphreys,Humphreys  Christmas,empty,261669338,9780261669338,0,4.03,Diamond,Paperback,empty,1999,empty,7/8/2011,philosophy|to-read|religion|zen|own,to-read,empty
106423,Kyudo: The Art of Zen Archery,Hans J. Stein,Stein  Hans J.,empty,1852300353,9781852300357,0,3.91,Element Books,Paperback,181,1993,empty,7/8/2011,philosophy|martial-arts|to-read|zen|own,to-read,empty
229355,Cliffs Notes on Plato's Euthyphro  Apology  Crito and Phaedo,Charles H. Patterson,Patterson  Charles H.,Plato  CliffsNotes,822010445,9780822010449,0,4.29,Cliffs Notes,Paperback,64,1975,empty,7/8/2011,philosophy|greek|to-read|own,to-read,empty
1520332,The Best Guide to Meditation,Victor Davich,Davich  Victor,Jack Canfield,1580630103,9781580630108,0,3.7,Renaissance Books,Paperback,352,1998,10/1/1998,7/8/2011,philosophy|meditation|own,read,empty
4338828,Zen and the Brain: Toward an Understanding of Meditation and Consciousness,James H. Austin,Austin  James H.,empty,262011646,9780262011648,0,4.07,MIT Press (MA),Hardcover,844,1998,empty,7/8/2011,philosophy|meditation|to-read|zen|own,to-read,empty
276780,Thinking Body  Dancing Mind: Taosports for Extraordinary Performance in Athletics  Business  and Life,Chungliang Al Huang,Huang  Chungliang Al,Jerry Lynch,553373781,9780553373783,0,4.01,Bantam,Paperback,336,1994,empty,7/8/2011,philosophy|taoism|to-read|own,to-read,empty
271253,How to Meditate,John Jyotish Novak,Novak  John Jyotish,empty,1565897161,9781565897168,2,3.29,Crystal Clarity Publishers,Paperback,119,2004,5/1/1998,7/8/2011,philosophy|meditation|eastern-thought|own,read,empty
208225,The Awakening of Zen,D.T. Suzuki,Suzuki  D.T.,empty,1570625905,9781570625909,0,3.84,Shambhala,Paperback,136,2000,empty,7/8/2011,philosophy|to-read|zen|own,to-read,empty
3775608,Perplexity in the Moral Life: Philosophical and Theological Considerations,Edmund N. Santurri,Santurri  Edmund N.,empty,813911559,9780813911557,0,3,University of Virginia Press,Hardcover,243,1988,empty,7/8/2011,philosophy|religion|to-read|own,to-read,empty
1872019,Classics of Western Philosophy,Steven M. Cahn,Cahn  Steven M.,empty,872201058,9780872201057,0,3.85,Hackett Publishing Company,Unknown Binding,1190,1990,empty,7/8/2011,philosophy|collection|to-read|own,to-read,empty
2489768,Introducing Philosophy: A Text with Integrated Readings,Robert C. Solomon,Solomon  Robert C.,empty,155003763,9780155003767,0,3.83,Houghton Mifflin Harcourt P,Paperback,950,1993,empty,7/8/2011,philosophy|collection|to-read|own,to-read,empty
454603,Informal Logic: A Handbook for Critical Argument,Douglas N. Walton,Walton  Douglas N.,empty,521379253,9780521379250,0,4,Cambridge University Press,Paperback,310,1989,empty,7/8/2011,philosophy|critical-thinking|to-read|own,to-read,empty
7548704,Classics Of Moral And Political Theory,Michael L. Morgan,Morgan  Michael L.,empty,872201260,9780872201262,0,4.07,Hackett Publishing Company,Unknown Binding,1278,1992,empty,7/8/2011,philosophy|collection|reference-only|own,reference-only,empty
880080,The Power of Logical Thinking: Easy Lessons in the Art of Reasoning...and Hard Facts About Its Absence in Our Lives,Marilyn Vos Savant,Savant  Marilyn Vos,empty,312156278,9780312156275,0,3.74,St. Martin's Griffin,Paperback,228,1997,empty,7/8/2011,philosophy|critical-thinking|to-read|own,to-read,empty
209310,CliffsNotes on Aristotle's Ethics,Robert J. Milch,Milch  Robert J.,Aristotle  CliffsNotes,822008890,9780822008897,0,3.67,Cliffs Notes,Paperback,112,1966,empty,7/8/2011,philosophy|greek|to-read|own,to-read,empty
5317145,Fisher's Brain Games,Richard B. Fisher,Fisher  Richard B.,empty,805207074,9780805207071,0,4,Schocken,Paperback,256,1987,empty,7/8/2011,to-read|psychology|own,to-read,empty
3220608,QPB Dictionary of Ideas,Anne-Lucie Norton,Norton  Anne-Lucie,empty,empty,empty,0,3.86,empty,empty,583,1996,empty,7/8/2011,reference-only|dictionary|philosophy|own,reference-only,empty
11935154,The Wisdom of Insecurity/The Way of Zen/Tao: The Watercourse Way,Alan W. Watts,Watts  Alan W.,empty,empty,empty,0,4.7,Quality Paperback Book Club,Paperback,empty,1994,empty,7/8/2011,to-read|philosophy|eastern-thought|zen|own,to-read,empty
2771307,On the Psychology of Meditation (Esalen Book),Claudio Naranjo,Naranjo  Claudio,empty,670525065,9780670525065,0,4.23,Viking Books,Hardcover,248,1971,empty,7/8/2011,to-read|philosophy|meditation|psychology|own,to-read,empty
2460145,The Mad Scientist Handbook,Joey Green,Green  Joey,empty,399525939,9780399525933,0,4.14,Perigee Trade,Paperback,144,2000,11/14/2001,7/8/2011,childrens|science-experiments|own,read,empty
170210,Dead as a Doornail (Sookie Stackhouse  #5),Charlaine Harris,Harris  Charlaine,empty,441013333,9780441013333,4,4.01,Ace Books,Mass Market Paperback,297,2006,8/3/2011,7/8/2011,fiction|own|horror,read,empty
140079,Definitely Dead (Sookie Stackhouse  #6),Charlaine Harris,Harris  Charlaine,empty,441014917,9780441014910,4,4.02,Ace Books,Mass Market Paperback,342,2007,8/6/2011,7/8/2011,fiction|own|horror,read,empty
140077,Dead to the World (Sookie Stackhouse  #4),Charlaine Harris,Harris  Charlaine,empty,441012183,9780441012183,4,4.13,Ace Books,Mass Market Paperback,291,2005,7/30/2011,7/8/2011,fiction|own|horror,read,empty
11919,Haunted (Women of the Otherworld  #5),Kelley Armstrong,Armstrong  Kelley,empty,553587080,9780553587081,0,4.08,Bantam Spectra,Mass Market Paperback,495,2005,empty,7/8/2011,to-read|fiction|own|horror,to-read,empty
971854,Marine Sniper: 93 Confirmed Kills: The Explosive True Story of a Vietnam Hero,Charles Henderson,Henderson  Charles,empty,425103552,9780425103555,0,4.26,Berkley,Paperback,320,1988,empty,7/7/2011,to-read|biography|own,to-read,empty
198310,Genius: The Life and Science of Richard Feynman,James Gleick,Gleick  James,empty,679408363,9780679408369,0,4.16,Pantheon,Hardcover,532,1992,empty,7/7/2011,to-read|biography|own,to-read,empty
1908454,Anatomy and Drawing,Victor Perard,Perard  Victor,empty,1566197872,9781566197878,0,4,Barnes & Noble,Hardcover,224,1997,empty,7/7/2011,to-read|art|own,to-read,empty
9542869,Surely You're Joking  Mr. Feynman! / What Do You Care What Other People Think?,Richard Feynman,Feynman  Richard,empty,empty,empty,0,4.29,Quality Paperbacks,Paperback,empty,1991,empty,7/7/2011,to-read|biography|own,to-read,empty
1126670,The Robot Builder's Bonanza: 99 Inexpensive Robotics Projects,Gordon McComb,McComb  Gordon,empty,830628002,9780830628001,0,3.8,Tab Books,Paperback,326,1995,empty,7/7/2011,robotics|reference-only|own,reference-only,empty
3247351,Mobile Robots: Inspiration to Implementation,Joseph L. Jones,Jones  Joseph L.,Anita M. Flynn,1568810113,9781568810119,0,3.82,A K PETERS,Hardcover,300,1997,empty,7/7/2011,robotics|to-read|own,to-read,empty
11978446,Radio Electronics Guide To Computer Circuits,Editors of Radio-Electronics,Radio-Electronics  Editors of,empty,830693335,9780830693337,0,0,TAB Books,Paperback,139,1988,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
304551,There Are No Electrons: Electronic for Earthlings,Kenn Amdahl,Amdahl  Kenn,empty,962781592,9780962781599,0,4.08,Clearwater Publishing,Paperback,217,2006,1/1/1995,7/7/2011,electrical-engineering|own,read,empty
11978445,50 CMOS IC Projects,Delton T. Horn,Horn  Delton T.,empty,830629955,9780830629954,0,0,Tab Books,Paperback,210,1988,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
4701083,Beyond The Transistor: 133 Electronics Projects,Rufus P. Turner,Turner  Rufus P.,empty,830678875,9780830678877,0,0,empty,empty,empty,empty,empty,7/7/2011,electrical-engineering|to-read|own,to-read,empty
6266242,Schaum's Outline of Theory and Problems of Electromagnetics,Joseph A. Edminister,Edminister  Joseph A.,empty,70189900,9780070189904,0,5,McGraw-Hill Companies,Paperback,202,1979,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
4072152,Electromechanical Energy Conversion,David Brown,Brown  David,empty,23155906,9780023155901,0,5,empty,empty,empty,empty,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
4874210,Schaum's Outline Of Theory And Problems Of Electric Machines And Electromechanics,Syed A. Nasar,Nasar  Syed A.,empty,70458863,9780070458864,0,0,McGraw-Hill Companies,Paperback,185,1981,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
3998660,Power System Analysis And Design: With Personal Computer Applications,Mulukutla S. Sarma,Sarma  Mulukutla S.,empty,534078605,9780534078607,0,4.75,PWS Pub. Co.,Hardcover,625,1987,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
5994960,Electrical Engineering Circuits,Hugh Hildreth Skilling,Skilling  Hugh Hildreth,empty,471794007,9780471794004,0,4,empty,empty,empty,empty,empty,7/7/2011,electrical-engineering|reference-only|own,reference-only,empty
